Filename,Caption
3336831820_5c5df4b033.jpg,گروهی از مردم در یک نمایش هنری از عکس ها
3336831820_5c5df4b033.jpg,گروهی از افراد در حال صحبت کردن و گروه دیگری که به دنبال عکس هایی هستند که به دیوار ضبط شده اند.
3336831820_5c5df4b033.jpg,مردم در اطراف جمع شده اند و چند عکس روی دیوار وجود دارد.
3336831820_5c5df4b033.jpg,چندین نفر در مقابل یک دیوار سفید با تصاویر روی آن ایستاده اند.
3337046794_296bd2c7e0.jpg,یک سگ سیاه و قهوه ای که در حال برف است.
3337046794_296bd2c7e0.jpg,یک سگ سیاه در حال حفر برف است.
3337046794_296bd2c7e0.jpg,یک سگ سیاه در حال حفر برف است.
3337046794_296bd2c7e0.jpg,یک سگ صورت خود را در برف مالیده است.
3337046794_296bd2c7e0.jpg,یک سگ بزرگ سیاه صورت خود را در برف مالیده است.
3337332770_5eda5cceb7.jpg,سگها در برف روی پاهای عقب بازی می کنند.
3337332770_5eda5cceb7.jpg,دو سگ در برف روی یکدیگر می پرند.
3337332770_5eda5cceb7.jpg,دو سگ بازی می کنند و به نظر می رسد که در برف بغل می شوند.
3337332770_5eda5cceb7.jpg,دو سگ در برف بازی می کنند.
3337332770_5eda5cceb7.jpg,دو سگ در یک منطقه حصارکشی در برف کشتی می گیرند.
3337461409_e4e317853d.jpg,بره در یک تپه چمن.
3337461409_e4e317853d.jpg,"""سه بره وجود دارد: یک سفید ، یک سیاه و دیگری لکه دار."""
3337461409_e4e317853d.jpg,سه بره در یک زمینه قرار دارند.
3337461409_e4e317853d.jpg,سه گوسفند جوان در امتداد تپه چمن قدم می زنند.
3337461409_e4e317853d.jpg,گوسفندان جوان در چمن.
3338217927_3c5cf3f7c6.jpg,یک سگ سیاه در برف در حال پرش از زمین برای گرفتن چوب است.
3338217927_3c5cf3f7c6.jpg,سگی در حال پرش برای یک فریزبی در برف.
3338217927_3c5cf3f7c6.jpg,یک سگ برای گرفتن اسباب بازی در برف می پرید.
3338217927_3c5cf3f7c6.jpg,یک سگ در برف بازی می کند.
3338217927_3c5cf3f7c6.jpg,سگ سیاه در حال پرش به هوا برای گرفتن اسباب بازی در برف است.
3338291921_fe7ae0c8f8.jpg,یک سگ قهوه ای در برف چیزی صورتی داغ در دهان دارد.
3338291921_fe7ae0c8f8.jpg,یک سگ قهوه ای در برف که یک کلاه صورتی را نگه داشته است.
3338291921_fe7ae0c8f8.jpg,یک سگ قهوه ای پیراهن صورتی را در برف نگه می دارد.
3338291921_fe7ae0c8f8.jpg,یک سگ هنگام قدم زدن در برف ، چیزی را در دهان خود حمل می کند.
3338291921_fe7ae0c8f8.jpg,سگی با چیزی صورتی در دهان خود به جلو نگاه می کند.
3338474677_7376e426c2.jpg,یک مرد طاس در یک دوچرخه سوار بالای تانک از طریق یک شهر.
3338474677_7376e426c2.jpg,مردی که در دوچرخه با هدفون روشن است ، در یک چراغ توقف قرار دارد.
3338474677_7376e426c2.jpg,مردی که سوار دوچرخه آبی در جاده اصلی است ، در چراغ توقف متوقف می شود.
3338474677_7376e426c2.jpg,مرد با عینک آفتابی و هدفون سوار دوچرخه.
3338474677_7376e426c2.jpg,این مرد در حال دوچرخه سواری خود است و به موسیقی گوش می دهد.
3338590946_f25b76cbc7.jpg,یک شخص توسط آب و هوای آب در سراسر آب براق کشیده می شود.
3338590946_f25b76cbc7.jpg,شخصی که در آب می رود.
3338590946_f25b76cbc7.jpg,یک بوردر.
3338590946_f25b76cbc7.jpg,مردی که سوار بر تخته ای در آبهای آرام است ، توسط نور خورشید شبح می شود.
3338590946_f25b76cbc7.jpg,یک مرد در شب گشت و گذار می کند.
3339105374_cc41e0b7d7.jpg,یک زن در یک کت قرمز با یک مرد در یک کت سفید و سیاه و یک سگ سیاه در برف.
3339105374_cc41e0b7d7.jpg,دو نفر و یک سگ در برف هستند.
3339105374_cc41e0b7d7.jpg,دو نفر در حال تعامل با سگی هستند که یک شیء را که یکی از آنها در آن گاز گرفته است ، گاز گرفته است.
3339105374_cc41e0b7d7.jpg,دو نفر با یک سگ در حال قدم زدن در یک تپه برفی هستند.
3339105374_cc41e0b7d7.jpg,دو نفر در یک تپه برفی بازی می کنند.
3339140382_2e49bc324a.jpg,یک تیم غواصی سه نفره آسمان در هوا که یک شیرین کاری را انجام می دهد.
3339140382_2e49bc324a.jpg,"""سه نفر ، با پوشیدن چتر نجات ، از طریق آسمان آزاد می شوند."""
3339140382_2e49bc324a.jpg,سه اسکاییدور در بالای ابرها تشکیل شده اند.
3339140382_2e49bc324a.jpg,سه گانه اسکاییدور که در آسمان دست دارند.
3339140382_2e49bc324a.jpg,دو نفر در حال چتربازی بیش از ابرهای سفید هستند.
3339263085_6db9fd0981.jpg,یک سگ قهوه ای از طریق آب می چرخد ​​و به سمت صخره می رود.
3339263085_6db9fd0981.jpg,یک سگ از طریق آب کم عمق عبور کرده است تا به یک سنگ پراکنده برسد.
3339263085_6db9fd0981.jpg,یک سگ قهوه ای روشن با پنجه خود در آب پاشیده می شود.
3339263085_6db9fd0981.jpg,یک سگ قهوه ای کوچک در حال آماده شدن برای خروج از آب پس از شنا است.
3339263085_6db9fd0981.jpg,یک سگ زرد در آب کم عمق.
3339319023_5dcc3ef81a.jpg,یک بازیکن بیس بال در بیس بال می چرخد.
3339319023_5dcc3ef81a.jpg,خمیر آماده می شود تا توپ را بچرخاند.
3339319023_5dcc3ef81a.jpg,Ballplayers با لباس های آبی و سفید در زمین بازی بیس بال است.
3339319023_5dcc3ef81a.jpg,Catcher در پشت ضربه بیس بال قرار دارد.
3339319023_5dcc3ef81a.jpg,"""مرد در پیراهن آبی تیره در حال نگه داشتن خفاش است ، و گیرنده میت خود را بیرون می کشد."""
3339558806_b4afdc8394.jpg,یک خانم در ایوان می نشیند که در حیاط می چرخد ​​در حالی که یک دختر توسط او روی زمین می نشیند.
3339558806_b4afdc8394.jpg,یک زن و کودک روی یک نیمکت در حیاط پوشیده از برگهای افتاده می نشینند.
3339558806_b4afdc8394.jpg,یک زن در یک پیراهن قرمز و باندانا و یک دختر در یک پیراهن آبی روی یک نوسان بزرگ در مقابل یک خانه نشسته است
3339558806_b4afdc8394.jpg,مادر و کودک یک لحظه شخصی در حیاط دارند.
3339558806_b4afdc8394.jpg,زن و دختر که روی نوسان چوبی نشسته اند
3339586622_a7676b30e1.jpg,یک زن در بنفش روی یک دوچرخه بنفش است که دارای کلاه آبی و قرمز است.
3339586622_a7676b30e1.jpg,زنی که کلاه ایمنی پوشیده است ، دوچرخه خود را به سمت شیب شیب دار سوار می کند.
3339586622_a7676b30e1.jpg,زنی که روی یک دوچرخه بنفش بنفش پوشیده است و یک ترفند را روی یک رمپ انجام می دهد
3339586622_a7676b30e1.jpg,دختر کلاه ایمنی با دوچرخه سوار می شود.
3339586622_a7676b30e1.jpg,این زن در حال انجام ترفند بر روی رمپ با دوچرخه است.
333973142_abcd151002.jpg,یک سگ سیاه یک شاخه درخت را از طریق جنگل حمل می کند.
333973142_abcd151002.jpg,یک سگ سیاه که دارای یک شاخه کوچک است.
333973142_abcd151002.jpg,یک سگ قهوه ای و سیاه دارای یک چوب بلند و طولانی در دهان خود در منطقه جنگلی است.
333973142_abcd151002.jpg,یک سگ دارای یک چوب بزرگ است.
333973142_abcd151002.jpg,یک Rottweiler یک چوب بسیار طولانی در دهان خود از طریق جنگل حمل می کند.
3339747039_1a8455c210.jpg,مردی در بالای کوه نشسته و به پایین دره سبز نگاه می کند.
3339747039_1a8455c210.jpg,یک مرد در یک منطقه چمن دار قرار دارد و منظره زیر را مشاهده می کند.
3339747039_1a8455c210.jpg,مردی در حالی که به سمت تپه ها نگاه می کند ، روی لبه صخره می نشیند.
3339747039_1a8455c210.jpg,مردی در تپه ای مشرف به حومه شهر نشسته است.
3339747039_1a8455c210.jpg,مردی در لبه صخره ای مشرف به دره عمیق قرار دارد.
3339751521_7a8768be27.jpg,گروهی از مردم در صخره ای مشرف به یک منظره منظره استراحت می کنند.
3339751521_7a8768be27.jpg,گروهی از افراد مسافرتی که در بالای تپه ای با مشرف به یک محدوده استراحت می کنند.
3339751521_7a8768be27.jpg,"""یک مرد و سه زن با کوله پشتی ، که روی کوه نشسته اند."""
3339751521_7a8768be27.jpg,چهار نفر در بالای تپه نشسته اند.
3339751521_7a8768be27.jpg,چهار نفر که در یک تپه چمنزار مشرف به دره صخره ای استراحت می کنند.
3339768802_8ab768558a.jpg,کودک در پیراهن رنگ کراوات و دیگری در یک پیراهن سفید روی دیوار صعود قرار دارد.
3339768802_8ab768558a.jpg,کودک در پیراهن کراوات در حال صعود از دیوار سنگی با کودک دیگری است.
3339768802_8ab768558a.jpg,بچه ها در صخره نوردی شکاف می گیرند.
3339768802_8ab768558a.jpg,دو کودک در حال صعود از یک دیوار صخره نوردی هستند.
3339768802_8ab768558a.jpg,دو کودک از یک دیوار سنگی بالا می روند.
3339916063_63b960ed46.jpg,پسران در حال پوشیدن کلاه در یک بازی فوتبال بازی می کنند.
3339916063_63b960ed46.jpg,"""رقابت فوتبال ، با دو پسر به رنگ قرمز و دیگری به رنگ آبی"""
3339916063_63b960ed46.jpg,دو کودک فوتبال بازی می کنند
3339916063_63b960ed46.jpg,دو کودک در پیراهن های قرمز فوتبال بازی می کنند.
3339916063_63b960ed46.jpg,دو پسر یکنواخت فوتبال بازی می کنند.
3340575518_137ce2695f.jpg,چند نفر در پایین یک تپه چمن نشسته اند.
3340575518_137ce2695f.jpg,گروهی از مردم در نزدیکی تپه و صخره استراحت می کنند.
3340575518_137ce2695f.jpg,گروهی از مردم که در کنار یک کوه بزرگ چمن نشسته اند.
3340575518_137ce2695f.jpg,گروهی از مردم که در بالای یک تپه نشسته اند.
3340575518_137ce2695f.jpg,حومه شهر تپه ای جایی است که مردم برای نشستن جمع می شوند.
3340857141_85d97a7466.jpg,یک سگ قهوه ای در حال پایین آمدن سر خود در نزدیکی یک سگ سفید کوچکتر در خارج از منزل است.
3340857141_85d97a7466.jpg,یک سگ سفید کوچک و یک سگ قهوه ای بزرگ.
3340857141_85d97a7466.jpg,سگ کوچک و بزرگ در این زمینه بازی می کند.
3340857141_85d97a7466.jpg,سگ کوچک سگ بزرگ را در این زمینه اذیت می کند.
3340857141_85d97a7466.jpg,دو سگ
3341077091_7ca0833373.jpg,پسری در اسکیت خود در بالای مجموعه ای از ریل ها در یک محیط صنعتی در هوا قرار دارد.
3341077091_7ca0833373.jpg,پسری با اسکیت در صورت پریدن در هوا در امتداد برخی از مسیرهای راه آهن.
3341077091_7ca0833373.jpg,مردی که در یک مسیر راه آهن ترفند اسکیت بازی را انجام می دهد.
3341077091_7ca0833373.jpg,یک اسکیت بورد در امتداد مسیرهای قطار یک ضربه محکم و ناگهانی انجام می دهد.
3341077091_7ca0833373.jpg,یک اسکیت بورد که در مسیرهای قطار پرش می کند.
3341084434_db5e7d1fdc.jpg,یک اسکی باز اسلالوم سراشیبی که به نوبه خود تکیه می دهد.
3341084434_db5e7d1fdc.jpg,شخصی که از یک تپه برفی اسکی می کند.
3341084434_db5e7d1fdc.jpg,"""شخصی که دارای تجهیزات آبی ، سفید و قرمز است که از یک شیب شیب دار استفاده می کند."""
3341084434_db5e7d1fdc.jpg,یک اسکی باز که یک چرخش تیز را در شیب ایجاد می کند.
3341084434_db5e7d1fdc.jpg,اسکی باز در حالی که سعی می کند اسلالوم را به سمت خود بکشد
3341477531_4e37450f35.jpg,یک مرد بدون پیراهن در حال انجام ترفند اسکیت است.
3341477531_4e37450f35.jpg,یک مرد بدون پیراهن سوار اسکیت است.
3341477531_4e37450f35.jpg,یک مرد بدون پیراهن که با بازوهای خود در هوا اسکیت بازی می کند.
3341477531_4e37450f35.jpg,یک مرد بدون پیراهن اسکیت بازی روی طاقچه.
3341477531_4e37450f35.jpg,اسکیت بورد از اسکیت شب در پارک اسکیت لذت می برد.
3341489212_a879e1544a.jpg,یک دختر جوان که در استخر از آب می پرید
3341489212_a879e1544a.jpg,یک دختر جوان موهای خود را روی سر خود در استخر عمومی شلاق می زند
3341489212_a879e1544a.jpg,دختر در استخر شنا که موهای خود را پشت سرش می چرخاند.
3341489212_a879e1544a.jpg,دختر در حالی که در استخر است ، آب را از مو خارج می کند.
3341489212_a879e1544a.jpg,"""دخترک در لباس شنا هندوانه ، از استخر بیرون می آید و موهای مرطوب را می چرخاند."""
3341782693_426bf7139b.jpg,مردی که لباس شنای خاکستری در میان امواج سفید پوشیده است ، در آب ایستاده است.
3341782693_426bf7139b.jpg,یک گشت و گذار در موج تصادف ایستاده است.
3341782693_426bf7139b.jpg,گشت و گذار گشت و گذار.
3341782693_426bf7139b.jpg,مرد جوانی در لباس شنا با آب در حال سقوط در پشت سر او.
3341782693_426bf7139b.jpg,مرد جوان با شلوارک سیاه که در امواج اقیانوس می پرید.
3341961913_9a9b362f15.jpg,یک گل در دفاع از گل در یک بازی هاکی.
3341961913_9a9b362f15.jpg,یک دروازه بان هاکی که برای گلدان آماده است.
3341961913_9a9b362f15.jpg,یک بازیکن هاکی با لباس سیاه و سفید که از دروازه محافظت می کند.
3341961913_9a9b362f15.jpg,شخصی که از یک هدف هاکی محافظت می کند.
3341961913_9a9b362f15.jpg,دروازه بان گل هاکی روی یخ با یک نوار قرمز پوشیده شده است.
3342271377_446ffc34c0.jpg,گروهی از افراد با لباس رنگی لباس پوشیدند.
3342271377_446ffc34c0.jpg,گروهی از مردم در حالی که لباس های روشن و رنگارنگ می پوشند ایستاده اند.
3342271377_446ffc34c0.jpg,چهار نفر در مقابل یک ساختمان سفید ایستاده اند که لباس های رنگارنگ دارند.
3342271377_446ffc34c0.jpg,افرادی که لباس پوشیده از لباس های رنگارنگ ماردی گراس برای دوربین بسیار مناسب هستند.
3342271377_446ffc34c0.jpg,افراد با لباس و ماسک های رنگارنگ.
3342272425_804316cb3d.jpg,شخصی که در لباس سبز پر است ، جلوی یک زن با سینه های نقاشی شده خم می شود.
3342272425_804316cb3d.jpg,یک زن با لباس سبز در مقابل یک زن بی روح با سینه های نقاشی شده ایستاده است.
3342272425_804316cb3d.jpg,افراد لباس در خیابان قدم می زنند.
3342272425_804316cb3d.jpg,دو نفری که لباس های سبز و قرمز پوشیده اند ، در خارج از پیاده رو هستند.
3342272425_804316cb3d.jpg,دو نفر در لباس های اسراف که در خیابان ایستاده اند.
3342309960_c694b2cce9.jpg,یک مرد برهنه اسکیت خود را از یک سطح شیب دار پرتاب می کند.
3342309960_c694b2cce9.jpg,یک اسکیت بورد سعی می کند ترفند و بدون پیراهن را روشن کند.
3342309960_c694b2cce9.jpg,یک اسکیت بازی در حال انجام ترفند روی یک دستگیره است.
3342309960_c694b2cce9.jpg,یک اسکیت رون را خرد می کند.
3342309960_c694b2cce9.jpg,نوجوان هنگام سوار شدن به راه آهن ، روی اسکیت بورد ترفند می کند.
3342487512_fd33971dea.jpg,شخصی که دنده محافظ روی اسنوبرد در هوا بالاتر از برف دارد.
3342487512_fd33971dea.jpg,یک اسنوبرد در حال پرش روی اسنوبرد K2 است.
3342487512_fd33971dea.jpg,یک اسنوبرد در حال تلاش برای پرش روی یک حرکت اسکی ساخته شده است.
3342487512_fd33971dea.jpg,یک اسنوبورد هنگام سوار شدن بر روی اسنوبرد صورتی ، پرش را انجام می دهد.
3342487512_fd33971dea.jpg,"""یک اسنوبورد پرش می کند و با تخته صورتی ، آبی و سیاه خود ترفند می کند."""
3342822192_082f932ef2.jpg,یک دروازه بان هنگام نگه داشتن چوب هاکی سفید ، ضربه را مسدود می کند.
3342822192_082f932ef2.jpg,یک دروازه بان هاکی روی یخ می پیچد.
3342822192_082f932ef2.jpg,یک دروازه بان هاکی در یک بازی روی یخ.
3342822192_082f932ef2.jpg,یک بازیکن هاکی سعی می کند توپ را از دروازه مسدود کند.
3342822192_082f932ef2.jpg,دروازه بان هاکی روی زانوهایش به پایین نگاه می کند
3342855466_44038a8aa3.jpg,یک دوچرخه در زیر گذرگاه ترفندهایی را انجام می دهد.
3342855466_44038a8aa3.jpg,یک BMX که به یک منطقه زهکشی می پرید.
3342855466_44038a8aa3.jpg,پسری روی دوچرخه ، یک شیرین کاری را روی یک سطح شیب دار پر از گرافیتی انجام می دهد.
3342855466_44038a8aa3.jpg,پسری روی دوچرخه در حال انجام یک شیرین کاری در هوا است.
3342855466_44038a8aa3.jpg,یک سوار دوچرخه شیرین کاری زیر یک گذرگاه پوشیده از نقاشی های دیواری عمل می کند.
3343106500_27176fc544.jpg,یک بسکتبالیست برای میامی یو. به جلو فشار می آورد.
3343106500_27176fc544.jpg,یک بسکتبالیست در حالی که دیگری سعی می کند او را مسدود کند ، دوید.
3343106500_27176fc544.jpg,یک بازیکن بسکتبال در حالی که توپ را دریبل می زد ، اجرا می شود.
3343106500_27176fc544.jpg,داور در حالی که بسکتبالیست سعی می کند دیگری را با توپ مسدود کند ، سوت را می وزد.
3343106500_27176fc544.jpg,آن مرد با لباس سفید بسکتبال در دستش دارد.
3343116398_59a5341f7f.jpg,یک بسکتبالیست توپ را در طول یک بازی دریبل می کند.
3343116398_59a5341f7f.jpg,یک بازیکن بسکتبال که لباس سفید پوشیده است ، توپ را در زمین دریبل می کند.
3343116398_59a5341f7f.jpg,مردی که یک لباس سفید پوشیده است ، بسکتبال را در حین بازی دریبل می کند.
3343116398_59a5341f7f.jpg,یک بسکتبالیست حرفه ای توپ را در اطراف بازیکن مقابل دریبل می کند.
3343116398_59a5341f7f.jpg,بسکتبالیست حریف را دور می کند
3343197133_9256848fa9.jpg,یک دوچرخهسواری در هوا در برابر یک افق زیاد می شود.
3343197133_9256848fa9.jpg,پسری که کلاه ایمنی سفیدی داشت که روی دوچرخه خود می پرید.
3343197133_9256848fa9.jpg,یک دوچرخه سوار در حال انجام یک شیرین کاری پرش در مقابل یک افق شهر است.
3343197133_9256848fa9.jpg,مردی با دوچرخه خود در هوا است.
3343197133_9256848fa9.jpg,"""شخصی که یک پرش دوچرخه را انجام می دهد ، یک افق در پس زمینه."""
3343311201_eeb1a39def.jpg,یک هنرمند که روی یک بوم کوچک نقاشی می کند
3343311201_eeb1a39def.jpg,زنی که روی یک چمن ایستاده است و یک عکس را نقاشی می کند.
3343311201_eeb1a39def.jpg,زنی پوشیده از لباس ایستاده در یک آسانسور در حال نقاشی یک عکس.
3343311201_eeb1a39def.jpg,دختر در نقاشی آبی رنگ
3343311201_eeb1a39def.jpg,این خانم برس خود را در کنار آسانسور هنرمند نگه می دارد.
3343900764_2a4c0405f9.jpg,یک بسکتبالیست که در تلاش برای کنترل توپ در نزدیکی حاشیه سبد است.
3343900764_2a4c0405f9.jpg,یک بسکتبالیست با لباس قرمز در تلاش است تا یک سبد درست کند اما توسط تیم مقابل مسدود شده است.
3343900764_2a4c0405f9.jpg,یک بسکتبالیست یک سبد به ثمر می رساند.
3343900764_2a4c0405f9.jpg,دو مرد در یک بازی بسکتبال به سمت توپ در نزدیکی هوپ پرش می کنند.
3343900764_2a4c0405f9.jpg,دو تیم در یک استادیوم در یک زمین بسکتبال بازی می کنند.
3344233740_c010378da7.jpg,یک مرد با یک تصویر مبهم از مرد دیگر در پیش زمینه روی یک پیاده رو در پس زمینه ایستاده است.
3344233740_c010378da7.jpg,یک مرد در یک ایستگاه شلوغ اتوبوس ایستاده است.
3344233740_c010378da7.jpg,یک مرد در کنار اتوبوس ایستاده است.
3344233740_c010378da7.jpg,مردم در شهر.
3344233740_c010378da7.jpg,افرادی که در خیابان می روند و از یک اتوبوس باز عبور می کنند.
3344411431_6f4917bb2f.jpg,"""یک گروه ، با پوشیدن پیراهن های مطابق ، با دیوار آجری در پشت سر آنها موسیقی پخش می شود."""
3344411431_6f4917bb2f.jpg,گروهی از مردان آواز می خوانند و سازهای خود را می خوانند.
3344411431_6f4917bb2f.jpg,باند در محله های تنگ بازی می کند.
3344411431_6f4917bb2f.jpg,چهار عضو گروه در حال آواز خواندن و بازی هستند.
3344411431_6f4917bb2f.jpg,چندین مرد که در لباس های پشتی لباس می پوشند ، آواز می خوانند و سازهای خود را بازی می کنند.
3344526059_4a097af285.jpg,یک بازیکن هاکی در طول یک بازی.
3344526059_4a097af285.jpg,یک بازیکن هاکی در کلاه ایمنی.
3344526059_4a097af285.jpg,یک بازیکن هاکی با دقت به سمت پایین به نظر می رسد.
3344526059_4a097af285.jpg,یک بازیکن هاکی در وسط یک بازی وجود دارد.
3344526059_4a097af285.jpg,این یک بازیکن هاکی با لباس قرمز و سفید و کلاه ایمنی سفید است.
3344531479_03c69750e9.jpg,مردی با پیراهن نارنجی و شلوارک سفید که تنیس بازی می کند.
3344531479_03c69750e9.jpg,مردی که تنیس بازی می کند.
3344531479_03c69750e9.jpg,مردی در پیراهن نارنجی وجود دارد که تنیس بازی می کند.
3344531479_03c69750e9.jpg,این تنیسور راکت خود را در آماده سازی توپ نگه می دارد.
3344531479_03c69750e9.jpg,تنیسور در پیراهن نارنجی در حالی که راکت خود را می چرخاند هوا است.
3344632789_af90d54746.jpg,یک مرد در حال انجام یک ترفند اسکیت هوایی در سطح شیب دار با چند نفر دیگر در پشت سر او است.
3344632789_af90d54746.jpg,یک شخص در حال سوار شدن به یک اسکیت در هوا در بالای سطح رمپ است.
3344632789_af90d54746.jpg,یک اسکیت بورد با تماشای تماشاگران ، یک ترفند از یک رمپ چوبی را انجام می دهد.
3344632789_af90d54746.jpg,یک اسکیت بورد اجرا می کند در حالی که دیگران در این نزدیکی تماشا می کنند.
3344632789_af90d54746.jpg,اسکیت بورد در حال پرش است.
3344798356_5cc41f7939.jpg,کودک یک کلاه آبی و لباس اسکی با اسکی قرمز روی پاهای خود دارد.
3344798356_5cc41f7939.jpg,اسکی کودک در سراسر زمین برفی.
3344798356_5cc41f7939.jpg,یک کودک کوچک در یک کلاه آبی و اسکی روی برف.
3344798356_5cc41f7939.jpg,یک اسکی باز جوان به دوربین نگاه می کند.
3344798356_5cc41f7939.jpg,یک کودک کوچک در یک اسنویس در آسمان قرمز در برف وجود دارد.
3344948183_5b89379585.jpg,"""یک زن ، پوشیده از یک شال قرمز و آبی ، سیگار کشیدن ، چشمان بسته است."""
3344948183_5b89379585.jpg,"""یک زن با یک پیراهن سیاه در یک پتو آبی ، قرمز و زرد پیچیده شده و در حال سیگار کشیدن است."""
3344948183_5b89379585.jpg,"""زنی با پیشانی که دارای یک ژاکت آبی ، زرد و قرمز است."""
3344948183_5b89379585.jpg,زن با پتو رنگارنگ در حال سیگار کشیدن لوله است.
3344948183_5b89379585.jpg,این زن پرچم را به دور بدن خود پیچید و بخور داد.
3345025842_bc2082a509.jpg,دختری روی یک سنگ گرافیتی پوشانده شده با چیزی در دهانش ایستاده است.
3345025842_bc2082a509.jpg,دختری روی یک دال رنگ آمیزی سیمان ایستاده و بدن خود را پیچانده است تا به دوربین نگاه کند.
3345025842_bc2082a509.jpg,"""دختری برای دوربین قرار می گیرد ، دهانش باز می شود و یک چوب زرد از آن بیرون می آید."""
3345025842_bc2082a509.jpg,"""یک دختر روی یک دیوار گرافیکی ایستاده است ، سرش به پهلو می چرخد."""
3345025842_bc2082a509.jpg,دختر موجود در ژاکت با یک مکنده در دهان و دوچرخه به سمت راست روی سیمان قرار دارد.
3346040664_5b584e6133.jpg,"""پسری که بسکتبال بازی می کند و سعی می کند یک شوت را مسدود کند."""
3346040664_5b584e6133.jpg,یک بسکتبالیست با لباس سفید پرش می کند تا بازیکن دیگری را با لباس آبی با توپ مسدود کند.
3346040664_5b584e6133.jpg,"""پسر به رنگ آبی توپ را دارد و پسر به رنگ سفید در هوا است."""
3346040664_5b584e6133.jpg,پسران بسکتبال بازی می کنند.
3346040664_5b584e6133.jpg,بسکتبالیست های مقابل مخالف در حال انجام بازی با مخاطبان در این نزدیکی هستند.
3346289227_198fced308.jpg,یک مرد در Rollerblades در حال حرکت به پایین نرده در کنار پله ها.
3346289227_198fced308.jpg,یک مرد در حال عبور از یک نرده سفید در کنار یک ساختمان آجری قرمز است.
3346289227_198fced308.jpg,یک مرد در حال حرکت به پایین راه آهن بالاتر از برخی از مراحل است.
3346289227_198fced308.jpg,یک مرد یک اسکیت را به پایین یک رمپ پله می کشاند.
3346289227_198fced308.jpg,یک اسکیت باز درون خطی که روی راه آهن قرار دارد.
3346614841_698f9aa486.jpg,پسری که عینک آفتابی آینه دارد.
3346614841_698f9aa486.jpg,پسری عینک آفتابی می پوشد.
3346614841_698f9aa486.jpg,پسری چاق با عینک آفتابی.
3346614841_698f9aa486.jpg,یک پسر کوچک با عینک آفتابی خود.
3346614841_698f9aa486.jpg,"""پسر جوان که عینک آفتابی و پیراهن قهوه ای با چرخش های سیاه دارد."""
3346711367_5e7b29e20f.jpg,یک سگ سیاه در یک روز آفتابی در حال تعقیب یک سگ برنزه و سفید است.
3346711367_5e7b29e20f.jpg,یک سگ سیاه در پشت یک سگ قهوه ای و سفید در یک میدان کم برش در حال اجرا است.
3346711367_5e7b29e20f.jpg,یک سگ قهوه ای و سفید از طریق چمن تعقیب شده توسط یک سگ سیاه عبور می کند.
3346711367_5e7b29e20f.jpg,دو سگ در یک میدان چمن چمن تعقیب می کنند.
3346711367_5e7b29e20f.jpg,دو سگ در منطقه چمن
3346918203_986dca6641.jpg,یک دوچرخه سوار به رنگ آبی از یک تپه در کنار جنگل بالا می رود.
3346918203_986dca6641.jpg,یک شخص در حال دوچرخه سواری خود در دنباله کنار جنگل است.
3346918203_986dca6641.jpg,یک زن دوچرخه خود را از تپه ای در نزدیکی جنگل سوار می کند.
3346918203_986dca6641.jpg,یک زن در یک ژاکت آبی در یک مسیر جنگلی دوچرخه سوار می شود.
3346918203_986dca6641.jpg,یک دوچرخه سوار کوهستانی با دوچرخه کوله پشتی از تپه.
334737767_7f344eee16.jpg,یک سگ سیاه و برنزه در یک مزرعه در حال اجرا است
334737767_7f344eee16.jpg,یک سگ قهوه ای و سیاه که در یک میدان چمن بزرگ در حال عبور است.
334737767_7f344eee16.jpg,یک سگ برای گرفتن چیزی در چمن آماده می شود.
334737767_7f344eee16.jpg,یک سگ برنزه و سیاه با دهانش باز می شود.
334737767_7f344eee16.jpg,سگ برنزه و سیاه در حال عبور از چمن است.
3347500603_13670ee6bf.jpg,دو مرد آسیایی که در خیابان قدم می زنند کیسه های قرمز دارند.
3347500603_13670ee6bf.jpg,دو مرد آسیایی که با کیسه های قرمز قدم می زنند
3347500603_13670ee6bf.jpg,دو مرد در کنار یک حصار فلزی سفید کیسه های قرمز را در خیابان حمل می کنند.
3347500603_13670ee6bf.jpg,دو مرد که در حال پیاده روی در حصار کیسه های خرید قرمز هستند.
3347500603_13670ee6bf.jpg,دو مرد در خارج از منزل که کیسه های قرمز را از یک فروشگاه حمل می کنند ، قدم می زنند.
3347666612_659e6e2207.jpg,"""کودکانی که چهره های قرمز رنگ شده با آب پاشیده می شوند ، روی چمن."""
3347666612_659e6e2207.jpg,این دو کودک توسط آب پاشیده می شوند
3347666612_659e6e2207.jpg,دو کودک در اسپری آب بازی می کنند.
3347666612_659e6e2207.jpg,دو کودک که در چمن ایستاده اند توسط یک شیلنگ پاشیده می شوند.
3347666612_659e6e2207.jpg,دو کودک هندی توسط یک جت آب در حال خرد شدن هستند.
334768700_51c439b9ee.jpg,"""مردی با موی تیره در یک تی شرت قرمز ، با ریش ، گیتار را در یک پارک می نوازد."""
334768700_51c439b9ee.jpg,مردی با پیراهن قرمز در یک پارک گیتار می نوازد.
334768700_51c439b9ee.jpg,مردی در حال نشستن و گیتار روی چمن است.
334768700_51c439b9ee.jpg,"""مردی که در چمن نشسته ، گیتار خود را می نوازد ، پیراهن قرمز پوشیده است"""
334768700_51c439b9ee.jpg,مردی که قرمز پوشیده است گیتار خود را روی چمن می زند.
